2564,"Ond'io: ""Forse che tu ti maravigli,","antico spirto, del rider ch'io fei;",ma più d'ammirazion vo' che ti pigli. ,11,11,11
2565,"Questi che guida in alto li occhi miei,",è quel Virgilio dal qual tu togliesti,forte a cantar de li uomini e d'i dèi. ,11,11,11
2566,"Se cagion altra al mio rider credesti,","lasciala per non vera, ed esser credi","quelle parole che di lui dicesti"". ",11,11,11
2567,Già s'inchinava ad abbracciar li piedi,"al mio dottor, ma el li disse: ""Frate,","non far, chè tu se' ombra e ombra vedi"". ",11,11,11
2568,"Ed ei surgendo: ""Or puoi la quantitate","comprender de l'amor ch'a te mi scalda,","quand'io dismento nostra vanitate, ",11,11,11
2569,"trattando l'ombre come cosa salda"".","Già era l'angel dietro a noi rimaso,","l'angel che n'avea vòlti al sesto giro,",11,11,11
2570,avendomi dal viso un colpo raso;,e quei c' hanno a giustizia lor disiro,"detto n'avea beati, e le sue voci",11,11,11
2571,"con 'sitiunt', sanz'altro, ciò forniro. ",E io più lieve che per l'altre foci,"m'andava, sì che sanz'alcun labore",11,11,11
2572,seguiva in sù li spiriti veloci; ,"quando Virgilio incominciò: ""Amore,","acceso di virtù, sempre altro accese,",11,11,11
2573,pur che la fiamma sua paresse fore; ,onde da l'ora che tra noi discese,"nel limbo de lo 'nferno Giovenale,",11,11,11
2574,"che la tua affezion mi fè palese, ",mia benvoglienza inverso te fu quale,"più strinse mai di non vista persona,",11,11,11
2575,sì ch'or mi parran corte queste scale. ,"Ma dimmi, e come amico mi perdona","se troppa sicurtà m'allarga il freno,",11,11,11
2576,e come amico omai meco ragiona: ,come potè trovar dentro al tuo seno,"loco avarizia, tra cotanto senno",11,11,11
2577,"di quanto per tua cura fosti pieno?"". ",Queste parole Stazio mover fenno,un poco a riso pria; poscia rispuose:,11,11,11
2578,"""Ogne tuo dir d'amor m'è caro cenno. ",Veramente più volte appaion cose,che danno a dubitar falsa matera,11,11,11
2579,per le vere ragion che son nascose. ,La tua dimanda tuo creder m'avvera,"esser ch'i' fossi avaro in l'altra vita,",11,11,11
2580,forse per quella cerchia dov'io era. ,Or sappi ch'avarizia fu partita,"troppo da me, e questa dismisura",11,11,11
2581,migliaia di lunari hanno punita. ,"E se non fosse ch'io drizzai mia cura,","quand'io intesi là dove tu chiame,",11,11,11
2582,crucciato quasi a l'umana natura: ,"'Per che non reggi tu, o sacra fame","de l'oro, l'appetito de' mortali?',",11,11,11
2583,voltando sentirei le giostre grame. ,Allor m'accorsi che troppo aprir l'ali,"potean le mani a spendere, e pente' mi",11,11,11
2584,così di quel come de li altri mali. ,Quanti risurgeran coi crini scemi,"per ignoranza, che di questa pecca",11,11,11
2585,toglie 'l penter vivendo e ne li stremi! ,E sappie che la colpa che rimbecca,"per dritta opposizione alcun peccato,",11,11,11
2586,con esso insieme qui suo verde secca; ,"però, s'io son tra quella gente stato","che piange l'avarizia, per purgarmi,",11,11,11
2587,"per lo contrario suo m'è incontrato"". ","""Or quando tu cantasti le crude armi","de la doppia trestizia di Giocasta"",",11,11,11
2588,"disse 'l cantor de' buccolici carmi, ","""per quello che Cliò teco lì tasta,",non par che ti facesse ancor fedele,11,11,11
2589,"la fede, sanza qual ben far non basta. ","Se così è, qual sole o quai candele","ti stenebraron sì, che tu drizzasti",11,11,11
2590,"poscia di retro al pescator le vele?"". ","Ed elli a lui: ""Tu prima m'inviasti","verso Parnaso a ber ne le sue grotte,",11,11,11
2591,e prima appresso Dio m'alluminasti. ,"Facesti come quei che va di notte,","che porta il lume dietro e sè non giova,",11,11,11
2592,"ma dopo sè fa le persone dotte, ",quando dicesti: 'Secol si rinova;,"torna giustizia e primo tempo umano,",11,11,11
2593,e progenie scende da ciel nova'. ,"Per te poeta fui, per te cristiano:","ma perchè veggi mei ciò ch'io disegno,",11,11,11
2594,a colorare stenderò la mano. ,Già era 'l mondo tutto quanto pregno,"de la vera credenza, seminata",11,11,11
2595,per li messaggi de l'etterno regno; ,e la parola tua sopra toccata,si consonava a' nuovi predicanti;,11,11,11
2596,ond'io a visitarli presi usata. ,"Vennermi poi parendo tanto santi,","che, quando Domizian li perseguette,",11,11,11
2597,sanza mio lagrimar non fur lor pianti; ,"e mentre che di là per me si stette,","io li sovvenni, e i lor dritti costumi",11,11,11
2598,fer dispregiare a me tutte altre sette. ,E pria ch'io conducessi i Greci a' fiumi,"di Tebe poetando, ebb'io battesmo;",11,11,11
2599,"ma per paura chiuso cristian fu' mi, ",lungamente mostrando paganesmo;,e questa tepidezza il quarto cerchio,11,11,11
2600,cerchiar mi fè più che 'l quarto centesmo. ,"Tu dunque, che levato hai il coperchio","che m'ascondeva quanto bene io dico,",11,11,11
2601,"mentre che del salire avem soverchio, ","dimmi dov'è Terrenzio nostro antico,","Cecilio e Plauto e Varro, se lo sai:",11,11,11
2602,"dimmi se son dannati, e in qual vico"". ","""Costoro e Persio e io e altri assai"",","rispuose il duca mio, ""siam con quel Greco",11,11,11
2603,"che le Muse lattar più ch'altri mai, ",nel primo cinghio del carcere cieco;,spesse fiate ragioniam del monte,11,11,11
2604,che sempre ha le nutrice nostre seco. ,"Euripide v'è nosco e Antifonte,","Simonide, Agatone e altri piùe",11,11,11
2605,Greci che già di lauro ornar la fronte. ,Quivi si veggion de le genti tue,"Antigone, Deifile e Argia,",11,11,11
2606,e Ismene sì trista come fue. ,Vèdeisi quella che mostrò Langia;,"èvvi la figlia di Tiresia, e Teti,",11,11,11
2607,"e con le suore sue Deidamia"". ","Tacevansi ambedue già li poeti,","di novo attenti a riguardar dintorno,",11,11,11
2608,liberi da saliri e da pareti; ,e già le quattro ancelle eran del giorno,"rimase a dietro, e la quinta era al temo,",11,11,11
2609,"drizzando pur in sù l'ardente corno, ","quando il mio duca: ""Io credo ch'a lo stremo","le destre spalle volger ne convegna,",11,11,11
2610,"girando il monte come far solemo"". ","Così l'usanza fu lì nostra insegna,",e prendemmo la via con men sospetto,11,11,11
2611,per l'assentir di quell'anima degna. ,"Elli givan dinanzi, e io soletto","di retro, e ascoltava i lor sermoni,",11,11,11
2612,ch'a poetar mi davano intelletto. ,Ma tosto ruppe le dolci ragioni,"un alber che trovammo in mezza strada,",11,11,11
2613,con pomi a odorar soavi e buoni; ,e come abete in alto si digrada,"di ramo in ramo, così quello in giuso,",11,11,11
2614,"cred'io, perchè persona sù non vada. ","Dal lato onde 'l cammin nostro era chiuso,",cadea de l'alta roccia un liquor chiaro,11,11,11
2615,e si spandeva per le foglie suso. ,Li due poeti a l'alber s'appressaro;,e una voce per entro le fronde,11,11,11
2616,"gridò: ""Di questo cibo avrete caro"". ","Poi disse: ""Più pensava Maria onde","fosser le nozze orrevoli e intere,",11,11,11
2617,"ch'a la sua bocca, ch'or per voi risponde. ","E le Romane antiche, per lor bere,",contente furon d'acqua; e Daniello,11,11,11
2618,dispregiò cibo e acquistò savere. ,"Lo secol primo, quant'oro fu bello,","fè savorose con fame le ghiande,",11,11,11
2619,e nettare con sete ogne ruscello. ,Mele e locuste furon le vivande,che nodriro il Batista nel diserto;,11,11,11
2620,per ch'elli è glorioso e tanto grande ,"quanto per lo Vangelio v'è aperto"".",Mentre che li occhi per la fronda verde,11,11,11
2621,ficcava io sì come far suole,"chi dietro a li uccellin sua vita perde,","lo più che padre mi dicea: ""Figliuole,",11,11,11
2622,"vienne oramai, chè 'l tempo che n'è imposto","più utilmente compartir si vuole"". ","Io volsi 'l viso, e 'l passo non men tosto,",11,11,11
2623,"appresso i savi, che parlavan sìe,",che l'andar mi facean di nullo costo. ,Ed ecco piangere e cantar s'udìe,11,11,11
2624,"'Labia mèa, Domine' per modo","tal, che diletto e doglia parturìe. ","""O dolce padre, che è quel ch'i' odo?"",",11,11,11
2625,"comincia' io; ed elli: ""Ombre che vanno","forse di lor dover solvendo il nodo"". ","Sì come i peregrin pensosi fanno,",11,11,11
2626,"giugnendo per cammin gente non nota,","che si volgono ad essa e non restanno, ","così di retro a noi, più tosto mota,",11,11,11
2627,venendo e trapassando ci ammirava,d'anime turba tacita e devota. ,"Ne li occhi era ciascuna oscura e cava,",11,11,11
2628,"palida ne la faccia, e tanto scema",che da l'ossa la pelle s'informava. ,Non credo che così a buccia strema,11,11,11
2629,"Erisittone fosse fatto secco,","per digiunar, quando più n'ebbe tema. ",Io dicea fra me stesso pensando: 'Ecco,11,11,11
2630,"la gente che perdè Ierusalemme,",quando Maria nel figlio diè di becco!'. ,Parean l'occhiaie anella sanza gemme:,11,11,11
2631,chi nel viso de li uomini legge 'omo',ben avria quivi conosciuta l'emme. ,Chi crederebbe che l'odor d'un pomo,11,11,11
2632,"sì governasse, generando brama,","e quel d'un'acqua, non sappiendo como? ","Già era in ammirar che sì li affama,",11,11,11
2633,per la cagione ancor non manifesta,"di lor magrezza e di lor trista squama, ",ed ecco del profondo de la testa,11,11,11
2634,volse a me li occhi un'ombra e guardò fiso;,"poi gridò forte: ""Qual grazia m'è questa?"". ",Mai non l'avrei riconosciuto al viso;,11,11,11
2635,ma ne la voce sua mi fu palese,ciò che l'aspetto in sè avea conquiso. ,Questa favilla tutta mi raccese,11,11,11
2636,"mia conoscenza a la cangiata labbia,",e ravvisai la faccia di Forese. ,"""Deh, non contendere a l'asciutta scabbia",11,11,11
2637,"che mi scolora"", pregava, ""la pelle,",nè a difetto di carne ch'io abbia; ,"ma dimmi il ver di te, dì chi son quelle",11,11,11
2638,due anime che là ti fanno scorta;,"non rimaner che tu non mi favelle!"". ","""La faccia tua, ch'io lagrimai già morta,",11,11,11
2639,"mi dà di pianger mo non minor doglia"",","rispuos'io lui, ""veggendola sì torta. ","Però mi dì, per Dio, che sì vi sfoglia;",11,11,11
2640,"non mi far dir mentr'io mi maraviglio,","chè mal può dir chi è pien d'altra voglia"". ","Ed elli a me: ""De l'etterno consiglio",11,11,11
2641,cade vertù ne l'acqua e ne la pianta,"rimasa dietro, ond'io sì m'assottiglio. ",Tutta esta gente che piangendo canta,11,11,11
2642,"per seguitar la gola oltra misura,",in fame e 'n sete qui si rifà santa. ,Di bere e di mangiar n'accende cura,11,11,11
2643,l'odor ch'esce del pomo e de lo sprazzo,che si distende su per sua verdura. ,"E non pur una volta, questo spazzo",11,11,11
2644,"girando, si rinfresca nostra pena:","io dico pena, e dovria dir sollazzo, ",chè quella voglia a li alberi ci mena,11,11,11
2645,"che menò Cristo lieto a dire 'Elì',","quando ne liberò con la sua vena"". ","E io a lui: ""Forese, da quel dì",11,11,11
2646,"nel qual mutasti mondo a miglior vita,",cinqu' anni non son vòlti infino a qui. ,Se prima fu la possa in te finita,11,11,11
2647,"di peccar più, che sovvenisse l'ora","del buon dolor ch'a Dio ne rimarita, ",come se' tu qua sù venuto ancora?,11,11,11
2648,"Io ti credea trovar là giù di sotto,","dove tempo per tempo si ristora"". ","Ond'elli a me: ""Sì tosto m' ha condotto",11,11,11
2649,a ber lo dolce assenzo d'i martìri,la Nella mia con suo pianger dirotto. ,Con suoi prieghi devoti e con sospiri,11,11,11
2650,"tratto m' ha de la costa ove s'aspetta,",e liberato m' ha de li altri giri. ,Tanto è a Dio più cara e più diletta,11,11,11
2651,"la vedovella mia, che molto amai,",quanto in bene operare è più soletta; ,chè la Barbagia di Sardigna assai,11,11,11
2652,ne le femmine sue più è pudica,che la Barbagia dov'io la lasciai. ,"O dolce frate, che vuo' tu ch'io dica?",11,11,11
2653,"Tempo futuro m'è già nel cospetto,","cui non sarà quest'ora molto antica, ",nel qual sarà in pergamo interdetto,11,11,11
2654,a le sfacciate donne fiorentine,l'andar mostrando con le poppe il petto. ,"Quai barbare fuor mai, quai saracine,",11,11,11
2655,"cui bisognasse, per farle ir coperte,",o spiritali o altre discipline? ,Ma se le svergognate fosser certe,11,11,11
2656,"di quel che 'l ciel veloce loro ammanna,",già per urlare avrian le bocche aperte; ,"chè, se l'antiveder qui non m'inganna,",11,11,11
2657,prima fien triste che le guance impeli,colui che mo si consola con nanna. ,"Deh, frate, or fa che più non mi ti celi!",11,11,11
2658,"vedi che non pur io, ma questa gente","tutta rimira là dove 'l sol veli"". ","Per ch'io a lui: ""Se tu riduci a mente",11,11,11
2659,"qual fosti meco, e qual io teco fui,",ancor fia grave il memorar presente. ,Di quella vita mi volse costui,11,11,11
2660,"che mi va innanzi, l'altr'ier, quando tonda","vi si mostrò la suora di colui"", ","e 'l sol mostrai; ""costui per la profonda",11,11,11
2661,notte menato m' ha d'i veri morti,con questa vera carne che 'l seconda. ,"Indi m' han tratto sù li suoi conforti,",11,11,11
2662,salendo e rigirando la montagna,che drizza voi che 'l mondo fece torti. ,Tanto dice di farmi sua compagna,11,11,11
2663,che io sarò là dove fia Beatrice;,quivi convien che sanza lui rimagna. ,"Virgilio è questi che così mi dice"",",11,11,11
2664,"e addita' lo; ""e quest'altro è quell'ombra",per cui scosse dianzi ogne pendice ,"lo vostro regno, che da sè lo sgombra"".",11,11,11
2665,"Nè 'l dir l'andar, nè l'andar lui più lento","facea, ma ragionando andavam forte,",sì come nave pinta da buon vento;,11,11,11
2666,"e l'ombre, che parean cose rimorte,",per le fosse de li occhi ammirazione,"traean di me, di mio vivere accorte. ",11,11,11
2667,"E io, continuando al mio sermone,","dissi: ""Ella sen va sù forse più tarda","che non farebbe, per altrui cagione. ",11,11,11
2668,"Ma dimmi, se tu sai, dov'è Piccarda;",dimmi s'io veggio da notar persona,"tra questa gente che sì mi riguarda"". ",11,11,11
2669,"""La mia sorella, che tra bella e buona","non so qual fosse più, triunfa lieta","ne l'alto Olimpo già di sua corona"". ",11,11,11
2670,"Sì disse prima; e poi: ""Qui non si vieta","di nominar ciascun, da ch'è sì munta",nostra sembianza via per la dieta. ,11,11,11
2671,"Questi"", e mostrò col dito, ""è Bonagiunta,",Bonagiunta da Lucca; e quella faccia,di là da lui più che l'altre trapunta ,11,11,11
2672,ebbe la Santa Chiesa in le sue braccia:,"dal Torso fu, e purga per digiuno","l'anguille di Bolsena e la vernaccia"". ",11,11,11
2673,Molti altri mi nomò ad uno ad uno;,"e del nomar parean tutti contenti,",sì ch'io però non vidi un atto bruno. ,11,11,11
2674,Vidi per fame a vòto usar li denti,Ubaldin da la Pila e Bonifazio,che pasturò col rocco molte genti. ,11,11,11
2675,"Vidi messer Marchese, ch'ebbe spazio","già di bere a Forlì con men secchezza,","e sì fu tal, che non si sentì sazio. ",11,11,11
2676,Ma come fa chi guarda e poi s'apprezza,"più d'un che d'altro, fei a quel da Lucca,",che più parea di me aver contezza. ,11,11,11
2677,"El mormorava; e non so che ""Gentucca""","sentiv'io là, ov'el sentia la piaga",de la giustizia che sì li pilucca. ,11,11,11
2678,"""O anima"", diss'io, ""che par sì vaga","di parlar meco, fa sì ch'io t'intenda,","e te e me col tuo parlare appaga"". ",11,11,11
2679,"""Femmina è nata, e non porta ancor benda"",","cominciò el, ""che ti farà piacere","la mia città, come ch'om la riprenda. ",11,11,11
2680,Tu te n'andrai con questo antivedere:,"se nel mio mormorar prendesti errore,",dichiareranti ancor le cose vere. ,11,11,11
2681,Ma dì s'i' veggio qui colui che fore,"trasse le nove rime, cominciando","'Donne ch'avete intelletto d'amore' "". ",11,11,11
2682,"E io a lui: ""I' mi son un che, quando","Amor mi spira, noto, e a quel modo","ch'e' ditta dentro vo significando"". ",11,11,11
2683,"""O frate, issa vegg'io"", diss'elli, ""il nodo",che 'l Notaro e Guittone e me ritenne,di qua dal dolce stil novo ch'i' odo! ,11,11,11
2684,Io veggio ben come le vostre penne,"di retro al dittator sen vanno strette,",che de le nostre certo non avvenne; ,11,11,11
2685,"e qual più a gradire oltre si mette,","non vede più da l'uno a l'altro stilo"";","e, quasi contentato, si tacette. ",11,11,11
2686,"Come li augei che vernan lungo 'l Nilo,","alcuna volta in aere fanno schiera,","poi volan più a fretta e vanno in filo, ",11,11,11
2687,"così tutta la gente che lì era,","volgendo 'l viso, raffrettò suo passo,",e per magrezza e per voler leggera. ,11,11,11
2688,"E come l'uom che di trottare è lasso,","lascia andar li compagni, e sì passeggia","fin che si sfoghi l'affollar del casso, ",11,11,11
2689,sì lasciò trapassar la santa greggia,"Forese, e dietro meco sen veniva,","dicendo: ""Quando fia ch'io ti riveggia?"". ",11,11,11
2690,"""Non so"", rispuos'io lui, ""quant'io mi viva;","ma già non fia il tornar mio tantosto,",ch'io non sia col voler prima a la riva; ,11,11,11
2691,"però che 'l loco u' fui a viver posto,","di giorno in giorno più di ben si spolpa,","e a trista ruina par disposto"". ",11,11,11
2692,"""Or va"", diss'el; ""che quei che più n' ha colpa,",vegg'io a coda d'una bestia tratto,inver' la valle ove mai non si scolpa. ,11,11,11
2693,"La bestia ad ogne passo va più ratto,","crescendo sempre, fin ch'ella il percuote,",e lascia il corpo vilmente disfatto. ,11,11,11
2694,"Non hanno molto a volger quelle ruote"",","e drizzò li occhi al ciel, ""che ti fia chiaro",ciò che 'l mio dir più dichiarar non puote. ,11,11,11
2695,Tu ti rimani omai; chè 'l tempo è caro,"in questo regno, sì ch'io perdo troppo","venendo teco sì a paro a paro"". ",11,11,11
2696,Qual esce alcuna volta di gualoppo,"lo cavalier di schiera che cavalchi,","e va per farsi onor del primo intoppo, ",11,11,11
2697,tal si partì da noi con maggior valchi;,e io rimasi in via con esso i due,che fuor del mondo sì gran marescalchi. ,11,11,11
2698,"E quando innanzi a noi intrato fue,","che li occhi miei si fero a lui seguaci,","come la mente a le parole sue, ",11,11,11
2699,parvermi i rami gravidi e vivaci,"d'un altro pomo, e non molto lontani",per esser pur allora vòlto in laci. ,11,11,11
2700,Vidi gente sott'esso alzar le mani,"e gridar non so che verso le fronde,",quasi bramosi fantolini e vani ,11,11,11
2701,"che pregano, e 'l pregato non risponde,","ma, per fare esser ben la voglia acuta,",tien alto lor disio e nol nasconde. ,11,11,11
2702,Poi si partì sì come ricreduta;,"e noi venimmo al grande arbore adesso,",che tanti prieghi e lagrime rifiuta. ,11,11,11
2703,"""Trapassate oltre sanza farvi presso:","legno è più sù che fu morso da Eva,","e questa pianta si levò da esso"". ",11,11,11
2704,Sì tra le frasche non so chi diceva;,"per che Virgilio e Stazio e io, ristretti,",oltre andavam dal lato che si leva. ,11,11,11
2705,"""Ricordivi"", dicea, ""d'i maladetti","nei nuvoli formati, che, satolli,",Tesèo combatter co' doppi petti; ,11,11,11
2706,"e de li Ebrei ch'al ber si mostrar molli,","per che no i volle Gedeon compagni,","quando inver' Madian discese i colli"". ",11,11,11
2707,Sì accostati a l'un d'i due vivagni,"passammo, udendo colpe de la gola",seguite già da miseri guadagni. ,11,11,11
2708,"Poi, rallargati per la strada sola,","ben mille passi e più ci portar oltre,",contemplando ciascun sanza parola. ,11,11,11
2709,"""Che andate pensando sì voi sol tre?"",",sùbita voce disse; ond'io mi scossi,come fan bestie spaventate e poltre. ,11,11,11
2710,Drizzai la testa per veder chi fossi;,e già mai non si videro in fornace,"vetri o metalli sì lucenti e rossi, ",11,11,11
2711,"com'io vidi un che dicea: ""S'a voi piace","montare in sù, qui si convien dar volta;","quinci si va chi vuole andar per pace"". ",11,11,11
2712,L'aspetto suo m'avea la vista tolta;,"per ch'io mi volsi dietro a' miei dottori,",com'om che va secondo ch'elli ascolta. ,11,11,11
2713,"E quale, annunziatrice de li albori,","l'aura di maggio movesi e olezza,",tutta impregnata da l'erba e da' fiori; ,11,11,11
2714,tal mi senti' un vento dar per mezza,"la fronte, e ben senti' mover la piuma,",che fè sentir d'ambrosia l'orezza. ,11,11,11
2715,"E senti' dir: ""Beati cui alluma","tanto di grazia, che l'amor del gusto","nel petto lor troppo disir non fuma, ",11,11,11
2716,"esuriendo sempre quanto è giusto!"".",Ora era onde 'l salir non volea storpio;,chè 'l sole avèa il cerchio di merigge,11,11,11
2717,lasciato al Tauro e la notte a lo Scorpio:,"per che, come fa l'uom che non s'affigge","ma vassi a la via sua, che che li appaia,",11,11,11
2718,"se di bisogno stimolo il trafigge, ","così intrammo noi per la callaia,",uno innanzi altro prendendo la scala,11,11,11
2719,che per artezza i salitor dispaia. ,E quale il cicognin che leva l'ala,"per voglia di volare, e non s'attenta",11,11,11
2720,"d'abbandonar lo nido, e giù la cala; ",tal era io con voglia accesa e spenta,"di dimandar, venendo infino a l'atto",11,11,11
2721,che fa colui ch'a dicer s'argomenta. ,"Non lasciò, per l'andar che fosse ratto,","lo dolce padre mio, ma disse: ""Scocca",11,11,11
2722,"l'arco del dir, che 'nfino al ferro hai tratto"". ",Allor sicuramente apri' la bocca,"e cominciai: ""Come si può far magro",11,11,11
2723,"là dove l'uopo di nodrir non tocca?"". ","""Se t'ammentassi come Meleagro","si consumò al consumar d'un stizzo,",11,11,11
2724,"non fora"", disse, ""a te questo sì agro; ","e se pensassi come, al vostro guizzo,","guizza dentro a lo specchio vostra image,",11,11,11
2725,ciò che par duro ti parrebbe vizzo. ,"Ma perchè dentro a tuo voler t'adage,",ecco qui Stazio; e io lui chiamo e prego,11,11,11
2726,"che sia or sanator de le tue piage"". ","""Se la veduta etterna li dislego"",","rispuose Stazio, ""là dove tu sie,",11,11,11
2727,"discolpi me non potert'io far nego"". ","Poi cominciò: ""Se le parole mie,","figlio, la mente tua guarda e riceve,",11,11,11
2728,lume ti fiero al come che tu die. ,"Sangue perfetto, che poi non si beve","da l'assetate vene, e si rimane",11,11,11
2729,"quasi alimento che di mensa leve, ",prende nel core a tutte membra umane,"virtute informativa, come quello",11,11,11
2730,ch'a farsi quelle per le vene vane. ,"Ancor digesto, scende ov'è più bello",tacer che dire; e quindi poscia geme,11,11,11
2731,sovr'altrui sangue in natural vasello. ,"Ivi s'accoglie l'uno e l'altro insieme,","l'un disposto a patire, e l'altro a fare",11,11,11
2732,per lo perfetto loco onde si preme; ,"e, giunto lui, comincia ad operare","coagulando prima, e poi avviva",11,11,11
2733,ciò che per sua matera fè constare. ,Anima fatta la virtute attiva,"qual d'una pianta, in tanto differente,",11,11,11
2734,"che questa è in via e quella è già a riva, ","tanto ovra poi, che già si move e sente,",come spungo marino; e indi imprende,11,11,11
2735,ad organar le posse ond'è semente. ,"Or si spiega, figliuolo, or si distende","la virtù ch'è dal cor del generante,",11,11,11
2736,dove natura a tutte membra intende. ,"Ma come d'animal divegna fante,","non vedi tu ancor: quest'è tal punto,",11,11,11
2737,"che più savio di te fè già errante, ",sì che per sua dottrina fè disgiunto,"da l'anima il possibile intelletto,",11,11,11
2738,perchè da lui non vide organo assunto. ,Apri a la verità che viene il petto;,"e sappi che, sì tosto come al feto",11,11,11
2739,"l'articular del cerebro è perfetto, ",lo motor primo a lui si volge lieto,"sovra tant'arte di natura, e spira",11,11,11
2740,"spirito novo, di vertù repleto, ","che ciò che trova attivo quivi, tira","in sua sustanzia, e fassi un'alma sola,",11,11,11
2741,che vive e sente e sè in sè rigira. ,"E perchè meno ammiri la parola,","guarda il calor del sol che si fa vino,",11,11,11
2742,giunto a l'omor che de la vite cola. ,"Quando Làchesis non ha più del lino,","solvesi da la carne, e in virtute",11,11,11
2743,ne porta seco e l'umano e 'l divino: ,l'altre potenze tutte quante mute;,"memoria, intelligenza e volontade",11,11,11
2744,in atto molto più che prima agute. ,"Sanza restarsi, per sè stessa cade",mirabilmente a l'una de le rive;,11,11,11
2745,quivi conosce prima le sue strade. ,"Tosto che loco lì la circunscrive,",la virtù formativa raggia intorno,11,11,11
2746,così e quanto ne le membra vive. ,"E come l'aere, quand'è ben piorno,","per l'altrui raggio che 'n sè si reflette,",11,11,11
2747,di diversi color diventa addorno; ,così l'aere vicin quivi si mette,e in quella forma ch'è in lui suggella,11,11,11
2748,virtualmente l'alma che ristette; ,e simigliante poi a la fiammella,"che segue il foco là 'vunque si muta,",11,11,11
2749,segue lo spirto sua forma novella. ,"Però che quindi ha poscia sua paruta,",è chiamata ombra; e quindi organa poi,11,11,11
2750,ciascun sentire infino a la veduta. ,Quindi parliamo e quindi ridiam noi;,quindi facciam le lagrime e ' sospiri,11,11,11
2751,che per lo monte aver sentiti puoi. ,Secondo che ci affliggono i disiri,"e li altri affetti, l'ombra si figura;",11,11,11
2752,"e quest'è la cagion di che tu miri"". ",E già venuto a l'ultima tortura,"s'era per noi, e vòlto a la man destra,",11,11,11
2753,ed eravamo attenti ad altra cura. ,"Quivi la ripa fiamma in fuor balestra,",e la cornice spira fiato in suso,11,11,11
2754,che la reflette e via da lei sequestra; ,ond'ir ne convenia dal lato schiuso,ad uno ad uno; e io temèa 'l foco,11,11,11
2755,"quinci, e quindi temeva cader giuso. ","Lo duca mio dicea: ""Per questo loco","si vuol tenere a li occhi stretto il freno,",11,11,11
2756,"però ch'errar potrebbesi per poco"". ",'Summae Deus clementiae' nel seno,"al grande ardore allora udi' cantando,",11,11,11
2757,che di volger mi fè caler non meno; ,e vidi spirti per la fiamma andando;,"per ch'io guardava a loro e a' miei passi,",11,11,11
2758,compartendo la vista a quando a quando. ,"Appresso il fine ch'a quell'inno fassi,",gridavano alto: 'Virum non cognosco';,11,11,11
2759,indi ricominciavan l'inno bassi. ,"Finitolo, anco gridavano: ""Al bosco","si tenne Diana, ed Elice caccionne",11,11,11
2760,"che di Venere avea sentito il tòsco"". ",Indi al cantar tornavano; indi donne,gridavano e mariti che fuor casti,11,11,11
2761,come virtute e matrimonio imponne. ,E questo modo credo che lor basti,per tutto il tempo che 'l foco li abbruscia:,11,11,11
2762,con tal cura conviene e con tai pasti ,che la piaga da sezzo si ricuscia.,"Mentre che sì per l'orlo, uno innanzi altro,",11,11,11
2763,"ce n'andavamo, e spesso il buon maestro","diceami: ""Guarda: giovi ch'io ti scaltro"";","feriami il sole in su l'omero destro,",11,11,11
2764,"che già, raggiando, tutto l'occidente",mutava in bianco aspetto di cilestro; ,e io facea con l'ombra più rovente,11,11,11
2765,parer la fiamma; e pur a tanto indizio,"vidi molt'ombre, andando, poner mente. ",Questa fu la cagion che diede inizio,11,11,11
2766,loro a parlar di me; e cominciarsi,"a dir: ""Colui non par corpo fittizio""; ","poi verso me, quanto potèan farsi,",11,11,11
2767,"certi si fero, sempre con riguardo",di non uscir dove non fosser arsi. ,"""O tu che vai, non per esser più tardo,",11,11,11
2768,"ma forse reverente, a li altri dopo,",rispondi a me che 'n sete e 'n foco ardo. ,Nè solo a me la tua risposta è uopo;,11,11,11
2769,chè tutti questi n' hanno maggior sete,che d'acqua fredda Indo o Etiopo. ,Dinne com'è che fai di te parete,11,11,11
2770,"al sol, pur come tu non fossi ancora","di morte intrato dentro da la rete"". ",Sì mi parlava un d'essi; e io mi fora,11,11,11
2771,"già manifesto, s'io non fossi atteso",ad altra novità ch'apparve allora; ,chè per lo mezzo del cammino acceso,11,11,11
2772,"venne gente col viso incontro a questa,",la qual mi fece a rimirar sospeso. ,Lì veggio d'ogne parte farsi presta,11,11,11
2773,ciascun'ombra e basciarsi una con una,"sanza restar, contente a brieve festa; ",così per entro loro schiera bruna,11,11,11
2774,"s'ammusa l'una con l'altra formica,",forse a spiar lor via e lor fortuna. ,"Tosto che parton l'accoglienza amica,",11,11,11
2775,"prima che 'l primo passo lì trascorra,",sopragridar ciascuna s'affatica: ,"la nova gente: ""Soddoma e Gomorra"";",11,11,11
2776,"e l'altra: ""Ne la vacca entra Pasife,","perchè 'l torello a sua lussuria corra"". ","Poi, come grue ch'a le montagne Rife",11,11,11
2777,"volasser parte, e parte inver' l'arene,","queste del gel, quelle del sole schife, ","l'una gente sen va, l'altra sen vene;",11,11,11
2778,"e tornan, lagrimando, a' primi canti",e al gridar che più lor si convene; ,"e raccostansi a me, come davanti,",11,11,11
2779,"essi medesmi che m'avean pregato,",attenti ad ascoltar ne' lor sembianti. ,"Io, che due volte avea visto lor grato,",11,11,11
2780,"incominciai: ""O anime sicure","d'aver, quando che sia, di pace stato, ",non son rimase acerbe nè mature,11,11,11
